name	Con_1	Con_2	Ion_1	Ion_2	NP_1	NP_2
AT2G44480	5.541697452181438	11.501194440628355	5.960859172591431	7.931711315277989	7.5804832666023945	7.344445465758284
AT1G70895	4.0830081306042	6.204489009983039	4.182896825338029	5.0881048169473395	5.878140469642312	4.805633197997696
AT4G08360	31.11006067974446	35.65052736678082	0.0	1.0746958694323876	23.470796740980852	31.819343429525837
AT5G24320	10.852246092517177	8.262356107881574	6.0051215805595906	13.66833098386037	9.936406292949108	10.302166934754664
AT1G23580	0.4132695113843154	0.07291377337978229	0.0	0.0	0.0	0.07079226886370338
AT1G70890	17.127444627676866	9.46738104916068	3.671919027875292	3.9455565084190796	21.26376946533057	22.9797935835931
AT3G56280	0.0	0.0	0.0	0.0	0.0	0.08069835426783933
AT3G28956	9.874436514019761	11.564990101005105	10.502634004202932	11.53352670835071	10.81043135095611	11.22849429794338
AT1G34750	20.226473749256908	13.599212845732545	17.253925328092777	22.785376526794504	23.24908972333123	23.12958652165466
AT3G28950	63.548609342993004	82.45417647622348	54.98934313566803	66.53737021241209	65.31814144074205	61.8126231133019
AT2G26600	28.197969146768102	39.95316462097175	26.90510059590971	33.75808345978499	32.178462331884745	32.95384160877898
AT3G28958	0.13071213712344823	0.0	0.0	0.0	0.0	0.0
AT4G00170	23.444130010936938	27.737432504354675	27.05972761082873	28.549232324394612	24.48713288382618	26.86595537547378
AT1G72940	2.8964095329020085	3.4493713224334517	3.72625757263871	4.784837965562764	3.6593436708833633	3.62809217397482
AT2G03770	0.2831425985689463	0.14986584805444483	0.4995642020460689	0.2878452819520006	0.22299696695692825	0.07275267015531361
AT3G58530	24.444180066194697	31.31859210484226	16.657991136392106	17.109145294520488	23.27521048297805	22.28210293073757
AT3G14770	14.830570832906771	13.72608348739952	5.116335052467616	5.811762107839388	16.704694763640244	18.435989509495514
AT5G13770	0.47041096281233175	0.9959439269440955	0.19761242169543863	0.03415885466202539	0.5292649532205576	0.8633623831722343
AT1G01370	10.296743188885825	6.554742421836921	23.895485269239884	16.338193958578465	9.424544193214937	8.652213973360004
AT2G14460	47.1789119929946	25.25693235155842	64.68966131963744	59.33646577543255	44.1638524402979	38.37632303163345
AT5G47600	0.8025117255951241	0.60680731666563	4.315172509368036	2.4475216561325635	1.324276008091393	0.35349096379450556
AT3G45170	0.5015698284969525	0.42476512166594105	0.0	0.30594020701657043	0.4213605480290795	0.0
AT3G06300	59.86023230765712	46.988794550571846	54.732899928200176	51.07531758313915	66.63228011401918	62.833933953408454
AT5G52110	2.605963776414861	2.7586451019766107	3.1641094404866723	3.332922303966146	2.8689469713551214	2.159983355707393
AT3G50700	6.7165529526471754	8.85131212814112	8.545177140261705	8.674483406888896	7.1970222702087066	8.945977539207258
AT3G24090	4.818226741872003	6.070340489963409	9.458931332988804	11.003819913854596	4.347015604642185	3.1735401472616522
AT3G24093	0.0	0.0	0.0	0.06127710696576432	0.0	0.0
